,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
13145,30,blue-collar,married,secondary,no,1177,no,yes,cellular,8,jul,220,2,-1,0,unknown,no
40540,34,self-employed,married,tertiary,no,980,no,no,cellular,8,jul,243,1,348,3,failure,no
12410,34,entrepreneur,married,secondary,yes,-868,yes,no,unknown,30,jun,198,2,-1,0,unknown,no
27793,30,management,single,tertiary,no,1572,no,no,cellular,28,jan,200,1,-1,0,unknown,no
5007,32,blue-collar,married,primary,no,29050,yes,yes,unknown,21,may,563,2,-1,0,unknown,no
15325,30,management,divorced,tertiary,no,106,yes,no,cellular,18,jul,149,1,-1,0,unknown,no
14365,34,management,married,tertiary,no,-123,yes,no,cellular,14,jul,64,3,-1,0,unknown,no
1471,51,management,married,tertiary,no,751,no,no,unknown,8,may,261,5,-1,0,unknown,no
30164,34,blue-collar,married,secondary,no,0,yes,yes,cellular,5,feb,293,6,-1,0,unknown,no
15439,36,technician,married,secondary,no,1975,no,no,cellular,18,jul,835,1,-1,0,unknown,no
1935,27,services,single,secondary,no,683,yes,no,unknown,9,may,44,3,-1,0,unknown,no
28396,33,management,single,tertiary,no,1590,no,no,cellular,29,jan,57,1,-1,0,unknown,no
39968,42,blue-collar,married,secondary,no,2913,no,no,cellular,3,jun,705,1,195,1,failure,yes
25148,34,management,married,tertiary,no,11,yes,no,cellular,18,nov,123,1,124,1,failure,no
2677,42,services,married,secondary,no,693,yes,no,unknown,13,may,187,2,-1,0,unknown,no
31276,29,technician,married,secondary,no,2326,no,no,cellular,6,mar,195,1,-1,0,unknown,yes
4465,34,technician,divorced,secondary,no,3997,yes,no,unknown,20,may,320,1,-1,0,unknown,no
6506,29,management,single,secondary,no,-105,yes,no,unknown,27,may,5,3,-1,0,unknown,no
37062,33,self-employed,married,primary,no,61,yes,no,cellular,13,may,161,1,-1,0,unknown,no
19934,35,management,single,tertiary,no,75,no,yes,cellular,8,aug,82,11,-1,0,unknown,no
32827,32,blue-collar,married,primary,no,391,yes,no,cellular,17,apr,728,1,-1,0,unknown,no
6938,26,student,single,tertiary,no,0,yes,no,unknown,28,may,124,1,-1,0,unknown,no
24123,34,entrepreneur,married,tertiary,no,0,yes,no,telephone,4,nov,217,1,-1,0,unknown,no
1804,39,retired,single,primary,no,-79,no,no,unknown,9,may,180,1,-1,0,unknown,no
38725,35,blue-collar,married,secondary,no,205,yes,yes,cellular,15,may,1313,7,312,1,failure,yes
557,56,admin.,divorced,secondary,no,778,yes,no,unknown,6,may,149,2,-1,0,unknown,no
5754,54,retired,married,secondary,no,153,yes,yes,unknown,26,may,74,1,-1,0,unknown,no
6012,28,technician,single,secondary,no,576,yes,yes,unknown,26,may,158,4,-1,0,unknown,no
12895,30,unemployed,married,secondary,no,85,yes,yes,cellular,7,jul,88,1,-1,0,unknown,no
30208,32,services,married,secondary,no,1066,yes,no,cellular,5,feb,150,1,262,9,failure,no
29866,53,management,married,tertiary,no,20772,no,no,cellular,4,feb,715,1,-1,0,unknown,no
27785,28,services,divorced,secondary,no,356,no,no,cellular,28,jan,296,1,-1,0,unknown,no
12500,35,admin.,married,secondary,no,907,no,yes,unknown,2,jul,97,4,-1,0,unknown,no
41188,63,retired,married,primary,no,0,no,no,cellular,20,aug,110,2,-1,0,unknown,no
42397,36,admin.,divorced,tertiary,no,4708,no,no,cellular,3,dec,284,1,171,1,failure,yes
17957,45,technician,divorced,secondary,no,245,yes,no,cellular,30,jul,76,3,-1,0,unknown,no
32962,70,retired,married,secondary,no,1024,no,no,cellular,17,apr,278,1,-1,0,unknown,no
36390,55,management,married,tertiary,no,42,yes,no,telephone,11,may,386,2,-1,0,unknown,no
2693,34,blue-collar,married,secondary,no,-100,yes,no,unknown,13,may,109,9,-1,0,unknown,no
21275,36,services,divorced,secondary,no,127,no,no,cellular,18,aug,172,3,-1,0,unknown,no
44915,27,management,single,tertiary,no,1377,no,no,unknown,30,sep,6,1,-1,0,unknown,no
8397,30,admin.,married,secondary,no,457,yes,no,unknown,3,jun,384,5,-1,0,unknown,no
28519,31,management,married,secondary,no,0,no,no,cellular,29,jan,120,2,160,2,failure,no
35546,55,management,divorced,tertiary,no,608,yes,no,cellular,7,may,161,2,-1,0,unknown,no
27128,37,blue-collar,married,secondary,no,0,yes,no,cellular,21,nov,169,1,113,5,other,no
40457,41,entrepreneur,married,primary,no,0,no,no,cellular,3,jul,438,2,389,1,other,yes
21078,38,management,single,tertiary,no,2813,no,no,cellular,14,aug,146,2,-1,0,unknown,no
551,30,admin.,married,secondary,no,46,yes,no,unknown,6,may,114,2,-1,0,unknown,no
39916,32,management,married,secondary,no,625,yes,no,cellular,2,jun,352,1,56,2,failure,no
21120,60,housemaid,married,secondary,no,5,no,no,cellular,14,aug,433,5,-1,0,unknown,no
43806,54,retired,married,secondary,no,3538,no,no,cellular,27,may,820,1,-1,0,unknown,yes
30446,42,self-employed,married,secondary,no,513,no,no,telephone,5,feb,98,1,-1,0,unknown,no
9802,50,housemaid,married,secondary,no,1484,no,no,unknown,9,jun,213,1,-1,0,unknown,no
16155,26,management,single,secondary,no,-38,no,no,cellular,22,jul,443,2,-1,0,unknown,no
22086,36,management,single,tertiary,no,1246,no,no,cellular,21,aug,63,2,-1,0,unknown,no
11628,39,blue-collar,married,primary,no,1473,yes,no,unknown,19,jun,112,4,-1,0,unknown,no
22761,30,management,married,tertiary,no,604,no,no,cellular,25,aug,132,2,-1,0,unknown,no
15711,58,housemaid,married,tertiary,no,0,yes,no,cellular,21,jul,111,1,-1,0,unknown,no
9716,54,admin.,divorced,primary,no,0,no,no,unknown,6,jun,127,1,-1,0,unknown,no
37073,51,blue-collar,married,primary,no,40,yes,no,cellular,13,may,79,1,370,1,failure,no
36450,31,technician,single,secondary,no,2377,yes,no,cellular,11,may,350,3,-1,0,unknown,no
13008,31,admin.,single,secondary,no,-407,no,yes,cellular,7,jul,230,1,-1,0,unknown,no
19204,50,technician,single,secondary,no,330,no,no,cellular,6,aug,376,3,-1,0,unknown,no
36252,42,technician,married,secondary,no,679,yes,no,cellular,11,may,146,2,-1,0,unknown,no
8080,36,blue-collar,married,secondary,no,426,yes,no,unknown,2,jun,59,3,-1,0,unknown,no
24617,49,admin.,married,secondary,no,1058,no,no,telephone,17,nov,291,3,-1,0,unknown,no
10829,46,housemaid,divorced,primary,no,2291,no,no,unknown,17,jun,218,1,-1,0,unknown,no
18582,39,blue-collar,married,secondary,no,10005,yes,no,cellular,31,jul,241,4,-1,0,unknown,no
30791,19,student,single,unknown,no,1169,no,no,cellular,6,feb,463,18,-1,0,unknown,no
8981,49,blue-collar,married,unknown,no,1944,no,no,unknown,5,jun,773,1,-1,0,unknown,no
19254,50,management,divorced,secondary,no,535,no,no,cellular,6,aug,102,2,-1,0,unknown,no
36667,42,blue-collar,married,secondary,no,3,yes,no,cellular,12,may,118,1,-1,0,unknown,no
9488,53,housemaid,single,tertiary,no,3275,no,no,unknown,6,jun,527,2,-1,0,unknown,no
18970,43,management,married,tertiary,no,3529,yes,no,cellular,4,aug,190,3,-1,0,unknown,no
26543,35,blue-collar,single,primary,no,258,yes,no,cellular,20,nov,144,1,-1,0,unknown,no
38427,36,admin.,married,secondary,no,1479,no,no,cellular,15,may,65,2,-1,0,unknown,no
14443,43,blue-collar,single,secondary,no,615,no,no,cellular,14,jul,97,4,-1,0,unknown,no
21954,31,management,married,tertiary,no,156,no,no,cellular,20,aug,77,2,-1,0,unknown,no
18639,28,blue-collar,single,secondary,no,39,no,no,cellular,31,jul,22,7,-1,0,unknown,no
19399,50,technician,married,secondary,no,10757,yes,no,cellular,6,aug,276,3,-1,0,unknown,no
23260,56,blue-collar,married,secondary,no,297,no,yes,telephone,27,aug,220,16,-1,0,unknown,no
6196,59,retired,married,secondary,no,-48,yes,no,unknown,27,may,224,1,-1,0,unknown,no
6475,29,entrepreneur,married,tertiary,no,3037,yes,no,unknown,27,may,34,3,-1,0,unknown,no
39386,36,management,single,tertiary,no,490,no,no,cellular,22,may,72,1,-1,0,unknown,no
6268,54,admin.,divorced,secondary,no,-288,yes,no,unknown,27,may,138,2,-1,0,unknown,no
34698,30,management,single,tertiary,no,61,yes,no,telephone,5,may,36,7,165,5,other,no
40598,28,management,single,tertiary,no,5549,no,no,cellular,28,jul,383,6,-1,0,unknown,no
3251,45,blue-collar,married,secondary,no,-149,yes,no,unknown,15,may,644,2,-1,0,unknown,no
22545,47,housemaid,married,secondary,no,443,no,no,cellular,22,aug,222,3,-1,0,unknown,no
14075,47,admin.,divorced,secondary,no,1139,yes,no,cellular,11,jul,106,2,-1,0,unknown,no
29296,55,retired,married,secondary,no,-185,no,yes,telephone,2,feb,463,2,-1,0,unknown,no
7,42,entrepreneur,divorced,tertiary,yes,2,yes,no,unknown,5,may,380,1,-1,0,unknown,no
39097,31,management,single,tertiary,no,-234,yes,no,cellular,18,may,124,1,-1,0,unknown,no
22631,33,technician,single,tertiary,no,0,no,no,cellular,22,aug,135,3,-1,0,unknown,no
24203,49,management,married,tertiary,no,1533,no,no,cellular,17,nov,324,1,172,1,failure,no
29590,29,unknown,single,secondary,no,1288,no,no,cellular,3,feb,266,1,-1,0,unknown,no
11353,58,blue-collar,married,secondary,no,1826,yes,no,unknown,19,jun,47,3,-1,0,unknown,no
30243,49,management,married,primary,no,363,no,no,cellular,5,feb,160,2,-1,0,unknown,no
3401,54,services,divorced,primary,no,234,yes,no,unknown,15,may,140,3,-1,0,unknown,no
1980,40,management,married,tertiary,no,4190,no,no,unknown,9,may,260,4,-1,0,unknown,no
22654,36,management,married,tertiary,no,591,yes,no,cellular,25,aug,109,5,-1,0,unknown,no
26331,47,technician,married,secondary,no,1465,yes,no,cellular,20,nov,26,1,190,2,failure,no
23149,36,unemployed,married,tertiary,no,154,no,no,cellular,26,aug,556,7,-1,0,unknown,yes
4318,36,technician,divorced,secondary,no,141,yes,no,unknown,19,may,165,5,-1,0,unknown,no
30665,53,blue-collar,married,unknown,no,593,no,no,telephone,6,feb,137,1,-1,0,unknown,no
27533,49,admin.,divorced,secondary,no,1320,no,no,cellular,21,nov,129,2,-1,0,unknown,no
4502,37,management,single,tertiary,no,427,yes,no,unknown,20,may,121,1,-1,0,unknown,no
33200,50,entrepreneur,married,tertiary,no,221,yes,no,cellular,20,apr,319,2,340,1,failure,no
17399,54,technician,married,secondary,no,1938,no,yes,cellular,28,jul,551,3,-1,0,unknown,yes
20377,38,services,single,secondary,no,9609,yes,no,cellular,11,aug,1687,9,-1,0,unknown,no
31112,29,self-employed,single,tertiary,no,8749,no,no,telephone,17,feb,141,7,-1,0,unknown,no
32882,41,admin.,married,secondary,no,1380,yes,no,cellular,17,apr,65,1,333,1,failure,no
32937,32,technician,single,secondary,no,28,yes,no,cellular,17,apr,598,1,150,1,failure,no
28240,48,services,married,primary,no,1496,yes,no,telephone,29,jan,284,2,258,2,failure,no
21548,49,technician,married,secondary,no,412,no,no,cellular,19,aug,1293,8,-1,0,unknown,yes
7582,43,blue-collar,single,primary,no,30,yes,no,unknown,30,may,379,17,-1,0,unknown,no
21108,40,technician,single,secondary,no,282,yes,no,cellular,14,aug,70,4,-1,0,unknown,no
10050,41,services,married,secondary,no,0,yes,no,unknown,11,jun,62,9,-1,0,unknown,no
25282,44,services,married,secondary,no,-236,yes,no,cellular,18,nov,218,2,113,7,success,no
16169,26,management,single,tertiary,no,97,yes,no,cellular,22,jul,233,1,-1,0,unknown,no
9075,42,blue-collar,married,primary,no,1401,yes,no,unknown,5,jun,627,1,-1,0,unknown,no
11995,50,technician,married,secondary,no,213,yes,yes,unknown,20,jun,87,2,-1,0,unknown,no
19045,52,unknown,married,unknown,no,5361,no,no,cellular,5,aug,607,3,-1,0,unknown,yes
10552,41,blue-collar,married,secondary,no,2413,no,no,unknown,16,jun,64,3,-1,0,unknown,no
30034,53,technician,married,tertiary,no,856,yes,no,cellular,4,feb,102,2,-1,0,unknown,no
285,33,admin.,single,secondary,no,352,yes,no,unknown,5,may,225,2,-1,0,unknown,no
11861,44,technician,married,secondary,no,251,no,no,unknown,20,jun,14,6,-1,0,unknown,no
39515,33,blue-collar,single,secondary,no,4464,yes,no,cellular,25,may,217,1,-1,0,unknown,no
28652,32,admin.,divorced,secondary,no,678,no,no,telephone,29,jan,243,4,-1,0,unknown,no
23237,44,admin.,married,tertiary,no,6485,no,no,cellular,27,aug,85,19,-1,0,unknown,no
17420,44,technician,divorced,secondary,no,0,no,no,cellular,28,jul,264,5,-1,0,unknown,no
443,24,self-employed,single,secondary,no,0,yes,no,unknown,6,may,278,1,-1,0,unknown,no
5590,35,management,married,tertiary,no,317,yes,no,unknown,23,may,162,3,-1,0,unknown,no
27734,53,unknown,married,unknown,no,13,no,no,telephone,28,jan,69,1,-1,0,unknown,no
40278,27,management,single,tertiary,no,20585,no,no,cellular,15,jun,188,1,-1,0,unknown,yes
4158,41,services,single,secondary,no,197,yes,no,unknown,19,may,112,1,-1,0,unknown,no
34151,32,management,single,tertiary,no,0,yes,no,cellular,30,apr,370,3,-1,0,unknown,yes
38535,49,blue-collar,married,secondary,no,598,yes,no,cellular,15,may,219,6,-1,0,unknown,no
10136,57,services,divorced,primary,no,362,no,no,unknown,11,jun,187,1,-1,0,unknown,no
2217,32,unemployed,married,primary,no,324,yes,no,unknown,12,may,577,1,-1,0,unknown,no
42295,64,retired,married,unknown,no,679,no,no,telephone,16,nov,167,1,-1,0,unknown,yes
15584,32,management,married,tertiary,no,-360,yes,no,cellular,21,jul,176,4,-1,0,unknown,no
10288,55,admin.,married,secondary,no,3664,no,yes,unknown,12,jun,423,2,-1,0,unknown,no
44362,46,unknown,married,tertiary,no,8564,no,no,cellular,2,aug,397,2,342,1,failure,no
2016,37,management,married,tertiary,no,-120,yes,no,unknown,9,may,77,2,-1,0,unknown,no
18180,47,management,married,tertiary,no,337,no,no,telephone,30,jul,300,5,-1,0,unknown,no
26085,31,self-employed,single,tertiary,no,217,no,no,cellular,19,nov,501,4,-1,0,unknown,no
13537,45,admin.,married,secondary,no,335,no,no,cellular,9,jul,89,3,-1,0,unknown,no
19859,59,blue-collar,married,secondary,no,12928,no,no,cellular,8,aug,66,2,-1,0,unknown,no
19171,48,technician,married,secondary,no,547,no,no,cellular,5,aug,459,2,-1,0,unknown,no
42987,27,student,single,tertiary,no,5291,no,no,cellular,11,feb,293,1,91,4,success,yes
6937,30,student,single,tertiary,no,2030,yes,no,unknown,28,may,27,2,-1,0,unknown,no
7419,45,blue-collar,married,secondary,no,90,yes,no,unknown,29,may,744,6,-1,0,unknown,no
43376,28,admin.,single,tertiary,no,832,no,no,telephone,29,mar,433,3,342,1,failure,yes
4544,33,blue-collar,married,secondary,no,-53,yes,no,unknown,20,may,172,1,-1,0,unknown,no
42922,49,blue-collar,married,secondary,no,171,no,no,telephone,5,feb,260,6,-1,0,unknown,no
26451,30,self-employed,single,tertiary,no,-174,no,no,cellular,20,nov,80,1,-1,0,unknown,no
5142,31,services,single,secondary,no,629,yes,no,unknown,21,may,369,2,-1,0,unknown,no
29030,39,blue-collar,married,secondary,no,1044,yes,no,cellular,2,feb,158,1,-1,0,unknown,no
42060,47,management,single,tertiary,no,159,no,no,telephone,29,oct,220,3,155,3,other,yes
8565,31,entrepreneur,single,tertiary,no,0,no,no,unknown,3,jun,31,5,-1,0,unknown,no
4016,23,blue-collar,single,secondary,no,105,yes,no,unknown,16,may,498,2,-1,0,unknown,no
31202,33,technician,married,secondary,no,218,yes,yes,telephone,2,mar,169,4,-1,0,unknown,no
21150,31,technician,single,secondary,no,31868,no,no,telephone,14,aug,34,6,-1,0,unknown,no
8164,40,management,married,tertiary,no,1734,yes,no,unknown,2,jun,169,1,-1,0,unknown,no
40025,40,technician,married,secondary,no,694,yes,no,cellular,3,jun,431,2,119,9,failure,yes
33030,40,management,married,tertiary,no,640,yes,no,cellular,17,apr,202,2,-1,0,unknown,no
22314,55,management,married,tertiary,no,0,no,no,cellular,22,aug,64,2,-1,0,unknown,no
40710,77,retired,married,secondary,no,638,no,no,cellular,7,aug,453,1,-1,0,unknown,yes
13088,55,blue-collar,married,primary,no,137,no,no,telephone,8,jul,377,1,-1,0,unknown,no
30075,50,management,married,tertiary,no,3284,yes,no,cellular,4,feb,195,2,271,3,failure,no
41368,30,blue-collar,married,primary,no,201,yes,no,cellular,31,aug,219,1,157,12,failure,yes
20263,34,entrepreneur,married,secondary,no,223,no,yes,cellular,11,aug,103,6,-1,0,unknown,no
15723,44,services,single,secondary,no,5,no,no,cellular,21,jul,333,2,-1,0,unknown,no
30782,36,management,married,primary,no,392,no,no,cellular,6,feb,148,2,-1,0,unknown,no
25510,48,unemployed,married,secondary,no,1811,yes,no,telephone,19,nov,137,4,111,3,failure,no
18652,34,management,married,tertiary,no,714,yes,no,cellular,31,jul,8,27,-1,0,unknown,no
7545,26,services,single,secondary,yes,-599,yes,yes,unknown,30,may,62,3,-1,0,unknown,no
9705,48,management,married,tertiary,no,-1232,yes,no,unknown,6,jun,183,1,-1,0,unknown,no
17833,51,blue-collar,married,secondary,no,1151,yes,yes,cellular,29,jul,125,2,-1,0,unknown,no
34519,33,blue-collar,married,secondary,no,23,yes,no,cellular,5,may,173,1,-1,0,unknown,no
7435,56,blue-collar,married,primary,no,1798,yes,no,unknown,29,may,228,3,-1,0,unknown,no
28957,38,technician,married,secondary,no,20,no,no,cellular,2,feb,147,1,-1,0,unknown,no
2702,24,blue-collar,married,secondary,no,32,no,no,unknown,13,may,264,3,-1,0,unknown,no
27546,34,services,married,secondary,no,1637,yes,no,cellular,21,nov,107,4,-1,0,unknown,no
19913,54,management,divorced,tertiary,no,-125,no,yes,cellular,8,aug,107,2,-1,0,unknown,no
15179,51,blue-collar,married,primary,no,201,yes,no,cellular,17,jul,582,2,-1,0,unknown,yes
18573,40,technician,married,tertiary,yes,-2827,yes,yes,cellular,31,jul,843,1,-1,0,unknown,no
4184,28,technician,single,tertiary,no,-31,yes,no,unknown,19,may,257,1,-1,0,unknown,no
44736,37,blue-collar,single,secondary,no,292,no,no,unknown,8,sep,9,1,-1,0,unknown,no
28616,41,management,single,tertiary,no,869,no,no,cellular,29,jan,524,2,-1,0,unknown,no
3926,55,management,single,tertiary,no,1464,yes,no,unknown,16,may,92,1,-1,0,unknown,no
29835,32,technician,married,secondary,no,4,no,no,cellular,4,feb,145,2,260,4,failure,no
2269,32,admin.,single,secondary,no,1466,yes,no,unknown,12,may,264,2,-1,0,unknown,no
35039,37,admin.,married,tertiary,no,828,yes,no,cellular,6,may,206,2,342,1,failure,no
36711,41,admin.,divorced,secondary,no,1634,yes,yes,cellular,12,may,16,5,-1,0,unknown,no
39278,30,blue-collar,single,secondary,no,583,no,no,cellular,18,may,453,2,-1,0,unknown,no
23121,44,management,married,tertiary,no,0,no,no,cellular,26,aug,130,4,-1,0,unknown,no
19429,45,services,married,secondary,no,38,yes,no,cellular,6,aug,307,3,-1,0,unknown,no
23755,49,blue-collar,married,primary,no,592,no,no,cellular,28,aug,133,15,-1,0,unknown,no
22498,38,self-employed,married,tertiary,no,656,yes,no,cellular,22,aug,508,7,-1,0,unknown,no
5445,30,services,married,secondary,no,-108,yes,no,unknown,23,may,216,1,-1,0,unknown,no
18642,47,management,married,tertiary,no,1493,no,no,cellular,31,jul,89,5,-1,0,unknown,no
7891,42,blue-collar,married,secondary,no,1958,yes,no,unknown,30,may,124,3,-1,0,unknown,no
18519,56,unknown,married,unknown,no,33,no,no,telephone,31,jul,26,15,-1,0,unknown,no
36939,46,blue-collar,married,secondary,no,1583,yes,no,telephone,12,may,175,5,278,7,failure,no
43184,51,technician,married,tertiary,no,0,no,no,cellular,2,mar,539,2,-1,0,unknown,yes
19159,49,admin.,married,secondary,no,381,no,no,cellular,5,aug,504,2,-1,0,unknown,no
38869,33,admin.,single,secondary,no,1277,yes,no,cellular,18,may,827,1,-1,0,unknown,yes
34018,26,admin.,single,secondary,no,255,no,no,cellular,30,apr,457,1,80,1,success,yes
41630,79,retired,married,secondary,no,909,no,no,cellular,25,sep,114,1,95,1,other,no
9495,44,blue-collar,single,secondary,no,259,yes,no,unknown,6,jun,163,2,-1,0,unknown,no
37669,39,services,married,secondary,no,20928,no,no,cellular,14,may,1166,1,352,1,other,no
42831,33,management,married,tertiary,no,62,yes,no,cellular,2,feb,102,1,264,1,failure,no
32094,57,services,divorced,unknown,no,1877,yes,no,cellular,14,apr,225,4,319,1,failure,no
